dish_name,calories_(kcal),carbohydrates_(g),protein_(g),fats_(g),free_sugar_(g),fibre_(g),sodium_(mg),calcium_(mg),iron_(mg),vitamin_c_(mg),folate_(µg),calories_(kcal)_per_100g,carbohydrates_(g)_per_100g,protein_(g)_per_100g,fats_(g)_per_100g,free_sugar_(g)_per_100g,fibre_(g)_per_100g,sodium_(mg)_per_100g,calcium_(mg)_per_100g,iron_(mg)_per_100g,vitamin_c_(mg)_per_100g,folate_(µg)_per_100g,meal_category,veg_nonveg,region,dietary_restrictions,is_vegan,is_gluten_free,is_dairy_free,is_nut_free,is_diabetic_friendly,is_keto_friendly,is_jain_friendly,is_low_calorie,is_high_protein,is_low_sodium,carb_category
Deviled egg,98.56,2.23,4.97,7.72,0.82,1.15,117.29,36.84,1.51,18.42,48.39,98.56,2.23,4.97,7.72,0.82,1.15,117.29,36.84,1.51,18.42,48.39,Main Course,Non-Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Low-Calorie; Low-Sugar; Low-Sodium,0,1,1,1,0,0,1,1,0,1,Very Low
Sprouted moong salad ,37.81,5.48,2.29,0.74,2.13,0.95,116.38,54.56,1.45,27.84,49.76,37.81,5.48,2.29,0.74,2.13,0.95,116.38,54.56,1.45,27.84,49.76,Main Course,Vegetarian,Pan Indian,Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,1,0,1,1,0,1,Very Low
Waldroff salad,141.75,11.02,1.47,10.05,8.23,1.87,13.42,29.29,1.07,21.43,40.62,141.75,11.02,1.47,10.05,8.23,1.87,13.42,29.29,1.07,21.43,40.62,Main Course,Vegetarian,Pan Indian,Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,1,0,1,1,0,1,Low
Coleslaw,76.71,5.59,1.24,5.32,3.62,2.34,29.87,37.0,0.63,22.99,41.98,76.71,5.59,1.24,5.32,3.62,2.34,29.87,37.0,0.63,22.99,41.98,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Very Low
Tomato onion raita (Tamatar aur pyaaz ka raita),59.0,7.08,3.74,1.84,5.98,0.97,165.21,120.62,0.26,15.04,34.77,59.0,7.08,3.74,1.84,5.98,0.97,165.21,120.62,0.26,15.04,34.77,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,0,1,0,0,0,1,0,1,Very Low
Peanut raita (Mungfali ka raita),150.39,9.3,8.59,8.98,7.11,1.89,235.83,174.6,0.74,2.59,36.67,150.39,9.3,8.59,8.98,7.11,1.89,235.83,174.6,0.74,2.59,36.67,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Contains-Nuts; Low-Sodium-Friendly; Jain-Friendly; Vegan,1,1,0,0,0,0,1,0,0,1,Very Low
Sprouted moong raita ,60.89,6.13,4.62,2.19,5.59,0.16,189.2,139.44,0.86,3.59,27.0,60.89,6.13,4.62,2.19,5.59,0.16,189.2,139.44,0.86,3.59,27.0,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,0,1,0,0,1,1,0,1,Very Low
Bottle gourd raita (Ghiya/Lauki ka raita),56.31,5.76,3.98,2.07,5.25,0.85,188.37,138.26,0.23,4.76,39.49,56.31,5.76,3.98,2.07,5.25,0.85,188.37,138.26,0.23,4.76,39.49,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,0,1,0,0,1,1,0,1,Very Low
Cucumber raita (Kheere ka raita),59.13,6.35,4.04,2.08,5.22,0.86,189.96,138.58,0.29,5.65,26.92,59.13,6.35,4.04,2.08,5.22,0.86,189.96,138.58,0.29,5.65,26.92,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,0,1,1,0,1,1,0,1,Very Low
Potato raita (Aloo ka raita),75.38,10.24,4.22,2.04,5.08,0.75,183.37,132.31,0.34,15.33,27.03,75.38,10.24,4.22,2.04,5.08,0.75,183.37,132.31,0.34,15.33,27.03,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Vegan; High-Carb; Low-Calorie; Low-Sodium,1,1,0,1,0,0,0,1,0,1,Low
Sweet raita (Meetha raita),99.24,17.93,3.24,1.78,15.36,1.02,42.98,108.91,0.21,5.2,24.9,99.24,17.93,3.24,1.78,15.36,1.02,42.98,108.91,0.21,5.2,24.9,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Carb; Low-Calorie; High-Sugar; Low-Sodium,1,1,0,1,1,0,1,1,0,1,Low
Rice kheer (Chawal ki kheer),75.03,10.05,2.3,2.97,8.02,0.17,16.24,75.57,0.17,5.06,19.54,75.03,10.05,2.3,2.97,8.02,0.17,16.24,75.57,0.17,5.06,19.54,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Carb; Low-Calorie; Low-Sodium; Low-Protein,1,1,0,1,1,0,1,1,0,1,Low
Makhana kheer,107.85,12.88,3.31,5.0,11.54,0.11,23.4,111.64,0.28,5.06,23.77,107.85,12.88,3.31,5.0,11.54,0.11,23.4,111.64,0.28,5.06,23.77,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,0,1,1,0,1,1,0,1,Low
Vermicelli kheer (Semiya/Seviyan ki kheer),120.07,15.87,3.35,5.0,12.79,0.5,22.52,104.8,0.3,4.06,16.29,120.07,15.87,3.35,5.0,12.79,0.5,22.52,104.8,0.3,4.06,16.29,Snack,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,0,1,1,0,1,1,0,1,Low
Semolina kheer (Suji/Rava kheer),113.21,15.88,3.43,4.2,12.88,0.51,22.66,105.99,0.34,4.06,17.54,113.21,15.88,3.43,4.2,12.88,0.51,22.66,105.99,0.34,4.06,17.54,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,0,1,1,0,1,1,0,1,Low
Paneer kheer,105.31,10.03,4.53,5.37,9.87,0.07,23.81,144.66,0.26,5.06,41.81,105.31,10.03,4.53,5.37,9.87,0.07,23.81,144.66,0.26,5.06,41.81,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Low-Calorie; Low-Sodium,0,1,0,1,1,0,1,1,0,1,Low
Cabbage kheer (Pattagobhi ki kheer),83.51,9.73,2.87,3.8,9.28,0.51,22.67,102.74,0.24,17.36,33.51,83.51,9.73,2.87,3.8,9.28,0.51,22.67,102.74,0.24,17.36,33.51,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,0,1,1,0,1,1,0,1,Very Low
Carrot kheer (Gajar ki kheer),85.35,10.09,2.81,3.85,9.63,0.73,28.54,100.12,0.28,6.54,24.59,85.35,10.09,2.81,3.85,9.63,0.73,28.54,100.12,0.28,6.54,24.59,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,0,1,1,0,0,1,0,1,Low
Cauliflower kheer (Phoolgobhi ki kheer),81.95,8.78,3.04,3.95,8.49,0.55,25.19,101.75,0.3,23.92,36.87,81.95,8.78,3.04,3.95,8.49,0.55,25.19,101.75,0.3,23.92,36.87,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,0,1,1,0,1,1,0,1,Very Low
Moong dal kheer,77.16,9.89,2.95,2.97,7.92,0.4,16.34,75.66,0.28,5.06,32.3,77.16,9.89,2.95,2.97,7.92,0.4,16.34,75.66,0.28,5.06,32.3,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,0,1,1,0,1,1,0,1,Very Low
Phirni,116.12,16.11,3.49,4.34,10.79,0.36,22.47,104.57,0.23,5.04,20.33,116.12,16.11,3.49,4.34,10.79,0.36,22.47,104.57,0.23,5.04,20.33,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Low
Semolina halwa (Suji ka halwa),225.65,24.67,2.16,13.38,13.98,1.86,1.28,11.77,0.65,0.05,7.96,225.65,24.67,2.16,13.38,13.98,1.86,1.28,11.77,0.65,0.05,7.96,Breakfast,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium; Low-Protein,1,1,1,1,1,0,1,0,0,1,Low
Shahi suji halwa,382.34,44.44,3.48,21.73,27.21,2.96,2.18,18.64,0.98,0.02,7.46,382.34,44.44,3.48,21.73,27.21,2.96,2.18,18.64,0.98,0.02,7.46,Breakfast,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,1,0,1,0,0,1,Medium
Carrot halwa (Gajar ka halwa),172.64,18.53,3.11,9.73,16.85,2.65,39.96,106.94,0.76,6.53,44.8,172.64,18.53,3.11,9.73,16.85,2.65,39.96,106.94,0.76,6.53,44.8,Breakfast,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,1,0,0,0,0,1,Low
Potato halwa (Aloo ka halwa),151.66,29.18,1.53,3.48,17.42,1.64,4.23,14.15,0.63,28.98,20.72,151.66,29.18,1.53,3.48,17.42,1.64,4.23,14.15,0.63,28.98,20.72,Breakfast,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Vegan; High-Carb; High-Sugar; Low-Sodium; Low-Protein,1,1,1,1,1,0,0,0,0,1,Low
Pumpkin halwa (Kaddu ka halwa),190.27,27.6,1.33,8.81,26.64,2.97,8.09,24.34,0.63,8.08,27.9,190.27,27.6,1.33,8.81,26.64,2.97,8.09,24.34,0.63,8.08,27.9,Breakfast,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium; Low-Protein,1,1,1,1,1,0,1,0,0,1,Low
Moong dal halwa,349.8,40.23,8.35,17.68,25.59,2.65,11.19,110.4,1.51,0.03,34.53,349.8,40.23,8.35,17.68,25.59,2.65,11.19,110.4,1.51,0.03,34.53,Breakfast,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,1,0,1,0,0,1,Medium
Caramel custard (steamed),121.58,15.02,4.97,4.87,14.98,0.0,43.57,88.12,0.51,3.02,35.21,121.58,15.02,4.97,4.87,14.98,0.0,43.57,88.12,0.51,3.02,35.21,Main Course,Vegetarian,Pan Indian,Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,1,0,1,1,0,1,Low
Baked custard,106.53,9.45,5.41,5.3,9.42,0.0,47.13,95.32,0.54,3.02,35.21,106.53,9.45,5.41,5.3,9.42,0.0,47.13,95.32,0.54,3.02,35.21,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Very Low
Soft Custard (stirred),109.18,11.19,5.01,5.07,11.15,0.0,122.17,95.82,0.49,3.62,37.31,109.18,11.19,5.01,5.07,11.15,0.0,122.17,95.82,0.49,3.62,37.31,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Low
Chocolate ice cream,177.7,15.41,4.47,11.25,15.33,0.0,36.79,84.24,0.47,4.06,43.75,177.7,15.41,4.47,11.25,15.33,0.0,36.79,84.24,0.47,4.06,43.75,Dessert,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; High-Sugar; Low-Sodium,0,1,0,1,0,1,1,0,0,1,Low
Fruit Ice cream (Phalon ka Ice cream),171.46,16.05,4.37,10.38,14.03,0.33,38.78,93.35,0.36,4.02,15.6,171.46,16.05,4.37,10.38,14.03,0.33,38.78,93.35,0.36,4.02,15.6,Dessert,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; Low-Sodium,0,1,0,1,0,1,1,0,0,1,Low
Caramel ice cream,173.52,14.81,4.31,11.15,14.52,0.08,33.47,87.32,0.35,3.27,25.96,173.52,14.81,4.31,11.15,14.52,0.08,33.47,87.32,0.35,3.27,25.96,Dessert,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; Low-Sodium,0,1,0,1,0,1,1,0,0,1,Low
Lemon souffle,168.51,13.43,6.95,10.02,11.67,0.0,50.73,59.81,0.56,12.9,32.11,168.51,13.43,6.95,10.02,11.67,0.0,50.73,59.81,0.56,12.9,32.11,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Orange souffle,168.28,14.2,6.8,9.73,12.31,0.22,49.22,59.04,0.65,19.16,37.93,168.28,14.2,6.8,9.73,12.31,0.22,49.22,59.04,0.65,19.16,37.93,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Vanilla souffle,187.85,14.78,7.71,11.19,12.86,0.0,56.73,70.6,0.58,1.3,30.71,187.85,14.78,7.71,11.19,12.86,0.0,56.73,70.6,0.58,1.3,30.71,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Chocolate souffle,189.32,14.74,7.88,11.36,12.69,0.0,56.07,71.55,0.71,1.3,31.85,189.32,14.74,7.88,11.36,12.69,0.0,56.07,71.55,0.71,1.3,31.85,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Pineapple souffle ,196.14,15.52,8.06,11.72,13.45,0.0,59.17,67.23,0.61,1.0,29.66,196.14,15.52,8.06,11.72,13.45,0.0,59.17,67.23,0.61,1.0,29.66,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Apple mousse,106.92,12.77,4.21,4.27,10.56,1.6,28.79,33.76,0.48,14.48,35.22,106.92,12.77,4.21,4.27,10.56,1.6,28.79,33.76,0.48,14.48,35.22,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Low
Rich chocolate mousse,188.26,10.84,7.96,12.19,10.3,0.0,51.71,54.59,0.97,0.7,31.64,188.26,10.84,7.96,12.19,10.3,0.0,51.71,54.59,0.97,0.7,31.64,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Orange and pineapple cream,101.18,11.96,1.44,5.43,11.37,1.03,10.17,35.0,0.41,19.89,10.56,101.18,11.96,1.44,5.43,11.37,1.03,10.17,35.0,0.41,19.89,10.56,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; Low-Calorie; Low-Sodium; Low-Protein,0,1,0,1,0,1,1,1,0,1,Low
Charlotte rousse,188.29,34.08,3.95,4.78,20.48,1.01,56.45,34.95,0.53,25.28,28.72,188.29,34.08,3.95,4.78,20.48,1.01,56.45,34.95,0.53,25.28,28.72,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Triffle pudding,116.97,18.24,2.93,3.93,13.89,0.12,26.95,48.72,0.47,19.31,28.71,116.97,18.24,2.93,3.93,13.89,0.12,26.95,48.72,0.47,19.31,28.71,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Low
Snow flakes pudding,95.21,8.07,4.67,4.97,8.01,0.03,39.6,101.33,0.42,5.47,42.48,95.21,8.07,4.67,4.97,8.01,0.03,39.6,101.33,0.42,5.47,42.48,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Very Low
Kulfi,98.43,11.3,3.21,4.7,10.39,0.12,23.97,111.86,0.2,5.04,18.69,98.43,11.3,3.21,4.7,10.39,0.12,23.97,111.86,0.2,5.04,18.69,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Low
Steamed orange pudding,278.03,41.53,2.34,12.04,26.53,0.58,79.1,21.15,0.55,21.74,15.92,278.03,41.53,2.34,12.04,26.53,0.58,79.1,21.15,0.55,21.74,15.92,Main Course,Vegetarian,Pan Indian,Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium; Low-Protein,1,1,1,1,1,0,1,0,0,1,Medium
Meringue and rice pudding,112.93,14.6,4.84,4.05,10.87,0.17,44.16,85.43,0.37,3.02,24.69,112.93,14.6,4.84,4.05,10.87,0.17,44.16,85.43,0.37,3.02,24.69,Main Course,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Carb; Low-Calorie; Low-Sodium,1,1,1,1,1,0,1,1,0,1,Low
Chocolate pudding,211.96,29.59,3.55,9.48,20.68,0.53,171.36,64.56,0.6,0.75,18.08,211.96,29.59,3.55,9.48,20.68,0.53,171.36,64.56,0.6,0.75,18.08,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Bread and butter pudding ,167.94,19.63,5.59,7.88,11.84,0.98,96.3,105.54,0.9,1.58,21.41,167.94,19.63,5.59,7.88,11.84,0.98,96.3,105.54,0.9,1.58,21.41,Main Course,Vegetarian,Pan Indian,Contains-Gluten; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; High-Carb; Low-Sodium,0,0,0,1,0,0,1,0,0,1,Low
Queen of pudding,132.92,16.35,5.51,5.38,11.77,0.27,85.59,78.26,0.53,8.11,46.64,132.92,16.35,5.51,5.38,11.77,0.27,85.59,78.26,0.53,8.11,46.64,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Low
Pineapple upside down pudding,257.73,35.73,3.15,11.91,22.16,0.8,74.52,26.05,0.68,9.66,15.44,257.73,35.73,3.15,11.91,22.16,0.8,74.52,26.05,0.68,9.66,15.44,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Stewed apple with custard,92.87,18.36,1.27,1.82,15.46,1.01,16.66,49.24,0.18,5.6,10.2,92.87,18.36,1.27,1.82,15.46,1.01,16.66,49.24,0.18,5.6,10.2,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; High-Sugar; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Low
Apple snowballs,101.51,24.58,0.86,0.31,19.4,1.25,12.8,9.43,0.18,4.46,4.64,101.51,24.58,0.86,0.31,19.4,1.25,12.8,9.43,0.18,4.46,4.64,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; High-Sugar; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Low
Hot orange souffle,179.97,18.77,6.87,8.95,14.93,0.29,58.8,53.81,1.03,7.01,30.66,179.97,18.77,6.87,8.95,14.93,0.29,58.8,53.81,1.03,7.01,30.66,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Hot chocolate souffle,226.09,26.21,6.7,11.1,22.88,0.12,54.11,60.19,1.08,0.9,30.6,226.09,26.21,6.7,11.1,22.88,0.12,54.11,60.19,1.08,0.9,30.6,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Hot vanilla souffle,192.93,21.77,6.87,9.07,18.17,0.13,59.59,63.2,0.93,0.9,28.8,192.93,21.77,6.87,9.07,18.17,0.13,59.59,63.2,0.93,0.9,28.8,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Gram flour burfi (Besan burfi),421.79,46.59,11.19,22.41,28.44,3.41,13.02,160.71,1.47,0.0,32.38,421.79,46.59,11.19,22.41,28.44,3.41,13.02,160.71,1.47,0.0,32.38,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar; Low-Sodium,1,1,1,1,1,0,1,0,0,1,Medium
Milk cake,127.41,9.13,3.01,8.93,8.9,0.06,24.97,104.94,0.2,8.0,18.19,127.41,9.13,3.01,8.93,8.9,0.06,24.97,104.94,0.2,8.0,18.19,Dessert,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Low-Calorie; Low-Sodium,0,1,0,1,0,0,1,1,0,1,Very Low
Cheese pizza,249.5,30.62,5.79,12.43,3.42,1.95,397.73,96.51,1.09,6.72,15.85,249.5,30.62,5.79,12.43,3.42,1.95,397.73,96.51,1.09,6.72,15.85,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly,0,1,0,1,0,1,1,0,0,1,Medium
Custard tart,225.6,28.66,3.72,10.73,9.31,0.91,59.74,57.47,0.49,1.18,5.64,225.6,28.66,3.72,10.73,9.31,0.91,59.74,57.47,0.49,1.18,5.64,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Lemon tart,303.35,30.68,6.12,17.45,10.68,0.81,76.09,24.03,0.98,2.66,9.19,303.35,30.68,6.12,17.45,10.68,0.81,76.09,24.03,0.98,2.66,9.19,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Jam tart,360.72,46.18,4.42,17.35,14.74,1.14,70.34,12.23,0.74,0.0,2.44,360.72,46.18,4.42,17.35,14.74,1.14,70.34,12.23,0.74,0.0,2.44,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Orange cream tart,197.16,27.43,2.58,8.72,10.08,0.64,36.85,13.84,0.58,19.6,13.7,197.16,27.43,2.58,8.72,10.08,0.64,36.85,13.84,0.58,19.6,13.7,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; Low-Sodium; Low-Protein,0,1,0,1,0,1,1,0,0,1,Low
